,pkey,com,dom,gn,fap,pl,gl
1122,IPC2000-schedule-schedule-28-9,IPC2000,schedule,schedule-28-9,3,0,5
1123,IPC2000-schedule-schedule-29-0,IPC2000,schedule,schedule-29-0,3,0,5
1124,IPC2000-schedule-schedule-29-1,IPC2000,schedule,schedule-29-1,3,0,5
1125,IPC2000-schedule-schedule-29-2,IPC2000,schedule,schedule-29-2,3,0,5
1126,IPC2000-schedule-schedule-29-3,IPC2000,schedule,schedule-29-3,3,0,5
1127,IPC2000-schedule-schedule-29-4,IPC2000,schedule,schedule-29-4,3,0,5
1128,IPC2000-schedule-schedule-29-5,IPC2000,schedule,schedule-29-5,3,0,5
1129,IPC2000-schedule-schedule-29-6,IPC2000,schedule,schedule-29-6,3,0,5
1130,IPC2000-schedule-schedule-29-7,IPC2000,schedule,schedule-29-7,3,0,5
1131,IPC2000-schedule-schedule-29-8,IPC2000,schedule,schedule-29-8,3,0,5
1132,IPC2000-schedule-schedule-29-9,IPC2000,schedule,schedule-29-9,3,0,5
1133,IPC2000-schedule-schedule-3-0,IPC2000,schedule,schedule-3-0,3,5,3
1134,IPC2000-schedule-schedule-3-1,IPC2000,schedule,schedule-3-1,1,2,1
1135,IPC2000-schedule-schedule-3-2,IPC2000,schedule,schedule-3-2,3,4,3
1136,IPC2000-schedule-schedule-3-3,IPC2000,schedule,schedule-3-3,1,4,3
1137,IPC2000-schedule-schedule-3-4,IPC2000,schedule,schedule-3-4,1,3,1
1138,IPC2000-schedule-schedule-3-5,IPC2000,schedule,schedule-3-5,3,6,3
1139,IPC2000-schedule-schedule-3-6,IPC2000,schedule,schedule-3-6,3,4,3
1140,IPC2000-schedule-schedule-3-7,IPC2000,schedule,schedule-3-7,3,4,3
1141,IPC2000-schedule-schedule-3-8,IPC2000,schedule,schedule-3-8,3,4,3
1142,IPC2000-schedule-schedule-3-9,IPC2000,schedule,schedule-3-9,3,4,3
1143,IPC2000-schedule-schedule-30-0,IPC2000,schedule,schedule-30-0,3,0,5
1144,IPC2000-schedule-schedule-30-1,IPC2000,schedule,schedule-30-1,3,0,5
1145,IPC2000-schedule-schedule-30-2,IPC2000,schedule,schedule-30-2,3,0,5
1146,IPC2000-schedule-schedule-30-3,IPC2000,schedule,schedule-30-3,3,0,5
1147,IPC2000-schedule-schedule-30-4,IPC2000,schedule,schedule-30-4,3,0,5
1148,IPC2000-schedule-schedule-30-5,IPC2000,schedule,schedule-30-5,3,0,5
1149,IPC2000-schedule-schedule-30-6,IPC2000,schedule,schedule-30-6,3,0,5
1150,IPC2000-schedule-schedule-30-7,IPC2000,schedule,schedule-30-7,3,0,5
1151,IPC2000-schedule-schedule-30-8,IPC2000,schedule,schedule-30-8,3,0,5
1152,IPC2000-schedule-schedule-30-9,IPC2000,schedule,schedule-30-9,3,0,5
1153,IPC2000-schedule-schedule-31-0,IPC2000,schedule,schedule-31-0,3,0,5
1154,IPC2000-schedule-schedule-31-1,IPC2000,schedule,schedule-31-1,3,0,5
1155,IPC2000-schedule-schedule-31-2,IPC2000,schedule,schedule-31-2,3,0,5
1156,IPC2000-schedule-schedule-31-3,IPC2000,schedule,schedule-31-3,3,0,5
1157,IPC2000-schedule-schedule-31-4,IPC2000,schedule,schedule-31-4,3,0,5
1158,IPC2000-schedule-schedule-31-5,IPC2000,schedule,schedule-31-5,3,0,5
1159,IPC2000-schedule-schedule-31-6,IPC2000,schedule,schedule-31-6,3,0,5
1160,IPC2000-schedule-schedule-31-7,IPC2000,schedule,schedule-31-7,3,0,5
1161,IPC2000-schedule-schedule-31-8,IPC2000,schedule,schedule-31-8,3,0,5
1162,IPC2000-schedule-schedule-31-9,IPC2000,schedule,schedule-31-9,3,0,5
1163,IPC2000-schedule-schedule-32-0,IPC2000,schedule,schedule-32-0,3,0,5
1164,IPC2000-schedule-schedule-32-1,IPC2000,schedule,schedule-32-1,3,0,5
1165,IPC2000-schedule-schedule-32-2,IPC2000,schedule,schedule-32-2,3,0,5
1166,IPC2000-schedule-schedule-32-3,IPC2000,schedule,schedule-32-3,3,0,5
1167,IPC2000-schedule-schedule-32-4,IPC2000,schedule,schedule-32-4,3,0,5
1168,IPC2000-schedule-schedule-32-5,IPC2000,schedule,schedule-32-5,3,0,5
1169,IPC2000-schedule-schedule-32-6,IPC2000,schedule,schedule-32-6,3,0,5
1170,IPC2000-schedule-schedule-32-7,IPC2000,schedule,schedule-32-7,3,0,5
1171,IPC2000-schedule-schedule-32-8,IPC2000,schedule,schedule-32-8,3,0,5
1172,IPC2000-schedule-schedule-32-9,IPC2000,schedule,schedule-32-9,3,0,5
1173,IPC2000-schedule-schedule-33-0,IPC2000,schedule,schedule-33-0,3,0,5
1174,IPC2000-schedule-schedule-33-1,IPC2000,schedule,schedule-33-1,3,0,5
1175,IPC2000-schedule-schedule-33-2,IPC2000,schedule,schedule-33-2,3,0,5
1176,IPC2000-schedule-schedule-33-3,IPC2000,schedule,schedule-33-3,3,0,5
1177,IPC2000-schedule-schedule-33-4,IPC2000,schedule,schedule-33-4,3,0,5
1178,IPC2000-schedule-schedule-33-5,IPC2000,schedule,schedule-33-5,3,0,5
1179,IPC2000-schedule-schedule-33-6,IPC2000,schedule,schedule-33-6,3,0,5
1180,IPC2000-schedule-schedule-33-7,IPC2000,schedule,schedule-33-7,3,0,5
1181,IPC2000-schedule-schedule-33-8,IPC2000,schedule,schedule-33-8,3,0,5
1182,IPC2000-schedule-schedule-33-9,IPC2000,schedule,schedule-33-9,3,0,5
1183,IPC2000-schedule-schedule-34-0,IPC2000,schedule,schedule-34-0,3,0,5
1184,IPC2000-schedule-schedule-34-1,IPC2000,schedule,schedule-34-1,3,0,5
1185,IPC2000-schedule-schedule-34-2,IPC2000,schedule,schedule-34-2,3,0,5
1186,IPC2000-schedule-schedule-34-3,IPC2000,schedule,schedule-34-3,3,0,5
1187,IPC2000-schedule-schedule-34-4,IPC2000,schedule,schedule-34-4,3,0,5
1188,IPC2000-schedule-schedule-34-5,IPC2000,schedule,schedule-34-5,3,0,5
1189,IPC2000-schedule-schedule-34-6,IPC2000,schedule,schedule-34-6,3,0,5
1190,IPC2000-schedule-schedule-34-7,IPC2000,schedule,schedule-34-7,3,0,5
1191,IPC2000-schedule-schedule-34-8,IPC2000,schedule,schedule-34-8,3,0,5
1192,IPC2000-schedule-schedule-34-9,IPC2000,schedule,schedule-34-9,3,0,5
1193,IPC2000-schedule-schedule-35-0,IPC2000,schedule,schedule-35-0,3,0,5
1194,IPC2000-schedule-schedule-35-1,IPC2000,schedule,schedule-35-1,3,0,5
1195,IPC2000-schedule-schedule-35-2,IPC2000,schedule,schedule-35-2,3,0,5
1196,IPC2000-schedule-schedule-35-3,IPC2000,schedule,schedule-35-3,3,0,5
1197,IPC2000-schedule-schedule-35-4,IPC2000,schedule,schedule-35-4,3,0,5
1198,IPC2000-schedule-schedule-35-5,IPC2000,schedule,schedule-35-5,3,0,5
1199,IPC2000-schedule-schedule-35-6,IPC2000,schedule,schedule-35-6,3,0,5
1200,IPC2000-schedule-schedule-35-7,IPC2000,schedule,schedule-35-7,3,0,5
1201,IPC2000-schedule-schedule-35-8,IPC2000,schedule,schedule-35-8,3,0,5
1202,IPC2000-schedule-schedule-35-9,IPC2000,schedule,schedule-35-9,3,0,5
1203,IPC2000-schedule-schedule-36-0,IPC2000,schedule,schedule-36-0,3,0,5
1204,IPC2000-schedule-schedule-36-1,IPC2000,schedule,schedule-36-1,3,0,5
1205,IPC2000-schedule-schedule-36-2,IPC2000,schedule,schedule-36-2,3,0,5
1206,IPC2000-schedule-schedule-36-3,IPC2000,schedule,schedule-36-3,3,0,5
1207,IPC2000-schedule-schedule-36-4,IPC2000,schedule,schedule-36-4,3,0,5
1208,IPC2000-schedule-schedule-36-5,IPC2000,schedule,schedule-36-5,3,0,5
1209,IPC2000-schedule-schedule-36-6,IPC2000,schedule,schedule-36-6,3,0,5
1210,IPC2000-schedule-schedule-36-7,IPC2000,schedule,schedule-36-7,3,0,5
1211,IPC2000-schedule-schedule-36-8,IPC2000,schedule,schedule-36-8,3,0,5
1212,IPC2000-schedule-schedule-36-9,IPC2000,schedule,schedule-36-9,3,0,5
1213,IPC2000-schedule-schedule-37-0,IPC2000,schedule,schedule-37-0,3,0,5
1214,IPC2000-schedule-schedule-37-1,IPC2000,schedule,schedule-37-1,3,0,5
1215,IPC2000-schedule-schedule-37-2,IPC2000,schedule,schedule-37-2,3,0,5
1216,IPC2000-schedule-schedule-37-3,IPC2000,schedule,schedule-37-3,3,0,5
1217,IPC2000-schedule-schedule-37-4,IPC2000,schedule,schedule-37-4,3,0,5
1218,IPC2000-schedule-schedule-37-5,IPC2000,schedule,schedule-37-5,3,0,5
1219,IPC2000-schedule-schedule-37-6,IPC2000,schedule,schedule-37-6,3,0,5
1220,IPC2000-schedule-schedule-37-7,IPC2000,schedule,schedule-37-7,3,0,5
1221,IPC2000-schedule-schedule-37-8,IPC2000,schedule,schedule-37-8,3,0,5
1222,IPC2000-schedule-schedule-37-9,IPC2000,schedule,schedule-37-9,3,0,5
1223,IPC2000-schedule-schedule-38-0,IPC2000,schedule,schedule-38-0,3,0,5
1224,IPC2000-schedule-schedule-38-1,IPC2000,schedule,schedule-38-1,3,0,5
1225,IPC2000-schedule-schedule-38-2,IPC2000,schedule,schedule-38-2,3,0,5
1226,IPC2000-schedule-schedule-38-3,IPC2000,schedule,schedule-38-3,3,0,5
1227,IPC2000-schedule-schedule-38-4,IPC2000,schedule,schedule-38-4,3,0,5
1228,IPC2000-schedule-schedule-38-5,IPC2000,schedule,schedule-38-5,3,0,5
1229,IPC2000-schedule-schedule-38-6,IPC2000,schedule,schedule-38-6,3,0,5
1230,IPC2000-schedule-schedule-38-7,IPC2000,schedule,schedule-38-7,3,0,5
1231,IPC2000-schedule-schedule-38-8,IPC2000,schedule,schedule-38-8,3,0,5
1232,IPC2000-schedule-schedule-38-9,IPC2000,schedule,schedule-38-9,3,0,5
1233,IPC2000-schedule-schedule-39-0,IPC2000,schedule,schedule-39-0,3,0,5
1234,IPC2000-schedule-schedule-39-1,IPC2000,schedule,schedule-39-1,3,0,5
1235,IPC2000-schedule-schedule-39-2,IPC2000,schedule,schedule-39-2,3,0,5
1236,IPC2000-schedule-schedule-39-3,IPC2000,schedule,schedule-39-3,3,0,5
1237,IPC2000-schedule-schedule-39-4,IPC2000,schedule,schedule-39-4,3,0,5
1238,IPC2000-schedule-schedule-39-5,IPC2000,schedule,schedule-39-5,3,0,5
1239,IPC2000-schedule-schedule-39-6,IPC2000,schedule,schedule-39-6,3,0,5
1240,IPC2000-schedule-schedule-39-7,IPC2000,schedule,schedule-39-7,3,0,5
1241,IPC2000-schedule-schedule-39-8,IPC2000,schedule,schedule-39-8,3,0,5
1242,IPC2000-schedule-schedule-39-9,IPC2000,schedule,schedule-39-9,3,0,5
1243,IPC2000-schedule-schedule-4-0,IPC2000,schedule,schedule-4-0,3,5,3
1244,IPC2000-schedule-schedule-4-1,IPC2000,schedule,schedule-4-1,3,6,3
1245,IPC2000-schedule-schedule-4-2,IPC2000,schedule,schedule-4-2,3,6,3
1246,IPC2000-schedule-schedule-4-3,IPC2000,schedule,schedule-4-3,3,5,3
1247,IPC2000-schedule-schedule-4-4,IPC2000,schedule,schedule-4-4,3,6,3
1248,IPC2000-schedule-schedule-4-5,IPC2000,schedule,schedule-4-5,3,7,3
1249,IPC2000-schedule-schedule-4-6,IPC2000,schedule,schedule-4-6,3,6,3
1250,IPC2000-schedule-schedule-4-7,IPC2000,schedule,schedule-4-7,3,6,3
1251,IPC2000-schedule-schedule-4-8,IPC2000,schedule,schedule-4-8,3,5,3
1252,IPC2000-schedule-schedule-4-9,IPC2000,schedule,schedule-4-9,3,5,3
1253,IPC2000-schedule-schedule-40-0,IPC2000,schedule,schedule-40-0,3,0,5
1254,IPC2000-schedule-schedule-40-1,IPC2000,schedule,schedule-40-1,3,0,5
1255,IPC2000-schedule-schedule-40-2,IPC2000,schedule,schedule-40-2,3,0,5
1256,IPC2000-schedule-schedule-40-3,IPC2000,schedule,schedule-40-3,3,0,5
1257,IPC2000-schedule-schedule-40-4,IPC2000,schedule,schedule-40-4,3,0,5
1258,IPC2000-schedule-schedule-40-5,IPC2000,schedule,schedule-40-5,3,0,5
1259,IPC2000-schedule-schedule-40-6,IPC2000,schedule,schedule-40-6,3,0,5
1260,IPC2000-schedule-schedule-40-7,IPC2000,schedule,schedule-40-7,3,0,5
1261,IPC2000-schedule-schedule-40-8,IPC2000,schedule,schedule-40-8,3,0,5
1262,IPC2000-schedule-schedule-40-9,IPC2000,schedule,schedule-40-9,3,0,5
1263,IPC2000-schedule-schedule-41-0,IPC2000,schedule,schedule-41-0,3,0,5
1264,IPC2000-schedule-schedule-41-1,IPC2000,schedule,schedule-41-1,3,0,5
1265,IPC2000-schedule-schedule-41-2,IPC2000,schedule,schedule-41-2,3,0,5
1266,IPC2000-schedule-schedule-41-3,IPC2000,schedule,schedule-41-3,3,0,5
1267,IPC2000-schedule-schedule-41-4,IPC2000,schedule,schedule-41-4,3,0,5
1268,IPC2000-schedule-schedule-41-5,IPC2000,schedule,schedule-41-5,3,0,5
1269,IPC2000-schedule-schedule-41-6,IPC2000,schedule,schedule-41-6,3,0,5
1270,IPC2000-schedule-schedule-41-7,IPC2000,schedule,schedule-41-7,3,0,5
1271,IPC2000-schedule-schedule-41-8,IPC2000,schedule,schedule-41-8,3,0,5
1272,IPC2000-schedule-schedule-41-9,IPC2000,schedule,schedule-41-9,3,0,5
1273,IPC2000-schedule-schedule-42-0,IPC2000,schedule,schedule-42-0,3,0,5
1274,IPC2000-schedule-schedule-42-1,IPC2000,schedule,schedule-42-1,3,0,5
1275,IPC2000-schedule-schedule-42-2,IPC2000,schedule,schedule-42-2,3,0,5
1276,IPC2000-schedule-schedule-42-3,IPC2000,schedule,schedule-42-3,3,0,5
1277,IPC2000-schedule-schedule-42-4,IPC2000,schedule,schedule-42-4,3,0,5
1278,IPC2000-schedule-schedule-42-5,IPC2000,schedule,schedule-42-5,3,0,5
1279,IPC2000-schedule-schedule-42-6,IPC2000,schedule,schedule-42-6,3,0,5
1280,IPC2000-schedule-schedule-42-7,IPC2000,schedule,schedule-42-7,3,0,5
1281,IPC2000-schedule-schedule-42-8,IPC2000,schedule,schedule-42-8,3,0,5
1282,IPC2000-schedule-schedule-42-9,IPC2000,schedule,schedule-42-9,3,0,5
1283,IPC2000-schedule-schedule-43-0,IPC2000,schedule,schedule-43-0,3,0,5
1284,IPC2000-schedule-schedule-43-1,IPC2000,schedule,schedule-43-1,3,0,5
1285,IPC2000-schedule-schedule-43-2,IPC2000,schedule,schedule-43-2,3,0,5
1286,IPC2000-schedule-schedule-43-3,IPC2000,schedule,schedule-43-3,3,0,5
1287,IPC2000-schedule-schedule-43-4,IPC2000,schedule,schedule-43-4,3,0,5
1288,IPC2000-schedule-schedule-43-5,IPC2000,schedule,schedule-43-5,3,0,5
1289,IPC2000-schedule-schedule-43-6,IPC2000,schedule,schedule-43-6,3,0,5
1290,IPC2000-schedule-schedule-43-7,IPC2000,schedule,schedule-43-7,3,0,5
1291,IPC2000-schedule-schedule-43-8,IPC2000,schedule,schedule-43-8,3,0,5
1292,IPC2000-schedule-schedule-43-9,IPC2000,schedule,schedule-43-9,3,0,5
1293,IPC2000-schedule-schedule-44-0,IPC2000,schedule,schedule-44-0,3,0,5
1294,IPC2000-schedule-schedule-44-1,IPC2000,schedule,schedule-44-1,3,0,5
1295,IPC2000-schedule-schedule-44-2,IPC2000,schedule,schedule-44-2,3,0,5
1296,IPC2000-schedule-schedule-44-3,IPC2000,schedule,schedule-44-3,3,0,5
1297,IPC2000-schedule-schedule-44-4,IPC2000,schedule,schedule-44-4,3,0,5
1298,IPC2000-schedule-schedule-44-5,IPC2000,schedule,schedule-44-5,3,0,5
1299,IPC2000-schedule-schedule-44-6,IPC2000,schedule,schedule-44-6,3,0,5
1300,IPC2000-schedule-schedule-44-7,IPC2000,schedule,schedule-44-7,3,0,5
1301,IPC2000-schedule-schedule-44-8,IPC2000,schedule,schedule-44-8,3,0,5
1302,IPC2000-schedule-schedule-44-9,IPC2000,schedule,schedule-44-9,3,0,5
1303,IPC2000-schedule-schedule-45-0,IPC2000,schedule,schedule-45-0,3,0,5
1304,IPC2000-schedule-schedule-45-1,IPC2000,schedule,schedule-45-1,3,0,5
1305,IPC2000-schedule-schedule-45-2,IPC2000,schedule,schedule-45-2,3,0,5
1306,IPC2000-schedule-schedule-45-3,IPC2000,schedule,schedule-45-3,3,0,5
1307,IPC2000-schedule-schedule-45-4,IPC2000,schedule,schedule-45-4,3,0,5
1308,IPC2000-schedule-schedule-45-5,IPC2000,schedule,schedule-45-5,3,0,5
1309,IPC2000-schedule-schedule-45-6,IPC2000,schedule,schedule-45-6,3,0,5
1310,IPC2000-schedule-schedule-45-7,IPC2000,schedule,schedule-45-7,3,0,5
1311,IPC2000-schedule-schedule-45-8,IPC2000,schedule,schedule-45-8,3,0,5
1312,IPC2000-schedule-schedule-45-9,IPC2000,schedule,schedule-45-9,3,0,5
1313,IPC2000-schedule-schedule-46-0,IPC2000,schedule,schedule-46-0,3,0,5
1314,IPC2000-schedule-schedule-46-1,IPC2000,schedule,schedule-46-1,3,0,5
1315,IPC2000-schedule-schedule-46-2,IPC2000,schedule,schedule-46-2,3,0,5
1316,IPC2000-schedule-schedule-46-3,IPC2000,schedule,schedule-46-3,3,0,5
1317,IPC2000-schedule-schedule-46-4,IPC2000,schedule,schedule-46-4,3,0,5
1318,IPC2000-schedule-schedule-46-5,IPC2000,schedule,schedule-46-5,3,0,5
1319,IPC2000-schedule-schedule-46-6,IPC2000,schedule,schedule-46-6,3,0,5
1320,IPC2000-schedule-schedule-46-7,IPC2000,schedule,schedule-46-7,3,0,5
1321,IPC2000-schedule-schedule-46-8,IPC2000,schedule,schedule-46-8,3,0,5
1322,IPC2000-schedule-schedule-46-9,IPC2000,schedule,schedule-46-9,3,0,5
1323,IPC2000-schedule-schedule-47-0,IPC2000,schedule,schedule-47-0,3,0,5
1324,IPC2000-schedule-schedule-47-1,IPC2000,schedule,schedule-47-1,3,0,5
1325,IPC2000-schedule-schedule-47-2,IPC2000,schedule,schedule-47-2,3,0,5
1326,IPC2000-schedule-schedule-47-3,IPC2000,schedule,schedule-47-3,3,0,5
1327,IPC2000-schedule-schedule-47-4,IPC2000,schedule,schedule-47-4,3,0,5
1328,IPC2000-schedule-schedule-47-5,IPC2000,schedule,schedule-47-5,3,0,5
1329,IPC2000-schedule-schedule-47-6,IPC2000,schedule,schedule-47-6,3,0,5
1330,IPC2000-schedule-schedule-47-7,IPC2000,schedule,schedule-47-7,3,0,5
1331,IPC2000-schedule-schedule-47-8,IPC2000,schedule,schedule-47-8,3,0,5
1332,IPC2000-schedule-schedule-47-9,IPC2000,schedule,schedule-47-9,3,0,5
1333,IPC2000-schedule-schedule-48-0,IPC2000,schedule,schedule-48-0,3,0,5
1334,IPC2000-schedule-schedule-48-1,IPC2000,schedule,schedule-48-1,3,0,5
1335,IPC2000-schedule-schedule-48-2,IPC2000,schedule,schedule-48-2,3,0,5
1336,IPC2000-schedule-schedule-48-3,IPC2000,schedule,schedule-48-3,3,0,5
1337,IPC2000-schedule-schedule-48-4,IPC2000,schedule,schedule-48-4,3,0,5
1338,IPC2000-schedule-schedule-48-5,IPC2000,schedule,schedule-48-5,3,0,5
1339,IPC2000-schedule-schedule-48-6,IPC2000,schedule,schedule-48-6,3,0,5
1340,IPC2000-schedule-schedule-48-7,IPC2000,schedule,schedule-48-7,3,0,5
1341,IPC2000-schedule-schedule-48-8,IPC2000,schedule,schedule-48-8,3,0,5
1342,IPC2000-schedule-schedule-48-9,IPC2000,schedule,schedule-48-9,3,0,5
1343,IPC2000-schedule-schedule-49-0,IPC2000,schedule,schedule-49-0,3,0,5
1344,IPC2000-schedule-schedule-49-1,IPC2000,schedule,schedule-49-1,3,0,5
1345,IPC2000-schedule-schedule-49-2,IPC2000,schedule,schedule-49-2,3,0,5
1346,IPC2000-schedule-schedule-49-3,IPC2000,schedule,schedule-49-3,3,0,5
1347,IPC2000-schedule-schedule-49-4,IPC2000,schedule,schedule-49-4,3,0,5
1348,IPC2000-schedule-schedule-49-5,IPC2000,schedule,schedule-49-5,3,0,5
1349,IPC2000-schedule-schedule-49-6,IPC2000,schedule,schedule-49-6,3,0,5
1350,IPC2000-schedule-schedule-49-7,IPC2000,schedule,schedule-49-7,3,0,5
1351,IPC2000-schedule-schedule-49-8,IPC2000,schedule,schedule-49-8,3,0,5
1352,IPC2000-schedule-schedule-49-9,IPC2000,schedule,schedule-49-9,3,0,5
1353,IPC2000-schedule-schedule-5-0,IPC2000,schedule,schedule-5-0,3,5,3
1354,IPC2000-schedule-schedule-5-1,IPC2000,schedule,schedule-5-1,3,7,3
1355,IPC2000-schedule-schedule-5-2,IPC2000,schedule,schedule-5-2,3,9,5
1356,IPC2000-schedule-schedule-5-3,IPC2000,schedule,schedule-5-3,3,8,4
1357,IPC2000-schedule-schedule-5-4,IPC2000,schedule,schedule-5-4,3,7,3
1358,IPC2000-schedule-schedule-5-5,IPC2000,schedule,schedule-5-5,1,8,3
1359,IPC2000-schedule-schedule-5-6,IPC2000,schedule,schedule-5-6,3,7,3
1360,IPC2000-schedule-schedule-5-7,IPC2000,schedule,schedule-5-7,3,9,3
1361,IPC2000-schedule-schedule-5-8,IPC2000,schedule,schedule-5-8,3,10,3
1362,IPC2000-schedule-schedule-5-9,IPC2000,schedule,schedule-5-9,3,8,3
1363,IPC2000-schedule-schedule-50-0,IPC2000,schedule,schedule-50-0,3,0,5
1364,IPC2000-schedule-schedule-50-1,IPC2000,schedule,schedule-50-1,3,0,5
1365,IPC2000-schedule-schedule-50-2,IPC2000,schedule,schedule-50-2,3,0,5
1366,IPC2000-schedule-schedule-50-3,IPC2000,schedule,schedule-50-3,3,0,5
1367,IPC2000-schedule-schedule-50-4,IPC2000,schedule,schedule-50-4,3,0,5
1368,IPC2000-schedule-schedule-50-5,IPC2000,schedule,schedule-50-5,3,0,5
1369,IPC2000-schedule-schedule-50-6,IPC2000,schedule,schedule-50-6,3,0,5
1370,IPC2000-schedule-schedule-50-7,IPC2000,schedule,schedule-50-7,3,0,5
1371,IPC2000-schedule-schedule-50-8,IPC2000,schedule,schedule-50-8,3,0,5
1372,IPC2000-schedule-schedule-50-9,IPC2000,schedule,schedule-50-9,3,0,5
1373,IPC2000-schedule-schedule-51-0,IPC2000,schedule,schedule-51-0,3,0,5
1374,IPC2000-schedule-schedule-51-1,IPC2000,schedule,schedule-51-1,3,0,5
1375,IPC2000-schedule-schedule-51-2,IPC2000,schedule,schedule-51-2,3,0,5
1376,IPC2000-schedule-schedule-51-3,IPC2000,schedule,schedule-51-3,3,0,5
1377,IPC2000-schedule-schedule-51-4,IPC2000,schedule,schedule-51-4,3,0,5
1378,IPC2000-schedule-schedule-51-5,IPC2000,schedule,schedule-51-5,3,0,5
1379,IPC2000-schedule-schedule-51-6,IPC2000,schedule,schedule-51-6,3,0,5
1380,IPC2000-schedule-schedule-51-7,IPC2000,schedule,schedule-51-7,3,0,5
1381,IPC2000-schedule-schedule-51-8,IPC2000,schedule,schedule-51-8,3,0,5
1382,IPC2000-schedule-schedule-51-9,IPC2000,schedule,schedule-51-9,3,0,5
1383,IPC2000-schedule-schedule-6-0,IPC2000,schedule,schedule-6-0,3,10,3
1384,IPC2000-schedule-schedule-6-1,IPC2000,schedule,schedule-6-1,3,11,3
1385,IPC2000-schedule-schedule-6-2,IPC2000,schedule,schedule-6-2,2,8,3
1386,IPC2000-schedule-schedule-6-3,IPC2000,schedule,schedule-6-3,3,10,3
1387,IPC2000-schedule-schedule-6-4,IPC2000,schedule,schedule-6-4,3,8,3
1388,IPC2000-schedule-schedule-6-5,IPC2000,schedule,schedule-6-5,3,10,3
1389,IPC2000-schedule-schedule-6-6,IPC2000,schedule,schedule-6-6,3,9,3
1390,IPC2000-schedule-schedule-6-7,IPC2000,schedule,schedule-6-7,3,12,3
1391,IPC2000-schedule-schedule-6-8,IPC2000,schedule,schedule-6-8,3,10,5
1392,IPC2000-schedule-schedule-6-9,IPC2000,schedule,schedule-6-9,3,10,5
1393,IPC2000-schedule-schedule-7-0,IPC2000,schedule,schedule-7-0,3,8,3
1394,IPC2000-schedule-schedule-7-1,IPC2000,schedule,schedule-7-1,3,11,3
1395,IPC2000-schedule-schedule-7-2,IPC2000,schedule,schedule-7-2,3,11,4
1396,IPC2000-schedule-schedule-7-3,IPC2000,schedule,schedule-7-3,3,11,3
1397,IPC2000-schedule-schedule-7-4,IPC2000,schedule,schedule-7-4,3,13,4
1398,IPC2000-schedule-schedule-7-5,IPC2000,schedule,schedule-7-5,3,13,5
1399,IPC2000-schedule-schedule-7-6,IPC2000,schedule,schedule-7-6,3,11,5
1400,IPC2000-schedule-schedule-7-7,IPC2000,schedule,schedule-7-7,3,8,3
1401,IPC2000-schedule-schedule-7-8,IPC2000,schedule,schedule-7-8,3,10,3
1402,IPC2000-schedule-schedule-7-9,IPC2000,schedule,schedule-7-9,3,10,3
1403,IPC2000-schedule-schedule-8-0,IPC2000,schedule,schedule-8-0,3,12,3
1404,IPC2000-schedule-schedule-8-1,IPC2000,schedule,schedule-8-1,3,14,5
1405,IPC2000-schedule-schedule-8-2,IPC2000,schedule,schedule-8-2,3,14,3
1406,IPC2000-schedule-schedule-8-3,IPC2000,schedule,schedule-8-3,3,16,3
1407,IPC2000-schedule-schedule-8-4,IPC2000,schedule,schedule-8-4,3,13,4
1408,IPC2000-schedule-schedule-8-5,IPC2000,schedule,schedule-8-5,3,16,4
1409,IPC2000-schedule-schedule-8-6,IPC2000,schedule,schedule-8-6,3,0,6
1410,IPC2000-schedule-schedule-8-7,IPC2000,schedule,schedule-8-7,3,13,5
1411,IPC2000-schedule-schedule-8-8,IPC2000,schedule,schedule-8-8,3,14,3
1412,IPC2000-schedule-schedule-8-9,IPC2000,schedule,schedule-8-9,3,14,5
1413,IPC2000-schedule-schedule-9-0,IPC2000,schedule,schedule-9-0,3,0,6
1414,IPC2000-schedule-schedule-9-1,IPC2000,schedule,schedule-9-1,3,17,3
1415,IPC2000-schedule-schedule-9-2,IPC2000,schedule,schedule-9-2,3,14,5
1416,IPC2000-schedule-schedule-9-3,IPC2000,schedule,schedule-9-3,3,0,6
1417,IPC2000-schedule-schedule-9-4,IPC2000,schedule,schedule-9-4,3,14,3
1418,IPC2000-schedule-schedule-9-5,IPC2000,schedule,schedule-9-5,3,0,6
1419,IPC2000-schedule-schedule-9-6,IPC2000,schedule,schedule-9-6,3,0,6
1420,IPC2000-schedule-schedule-9-7,IPC2000,schedule,schedule-9-7,3,14,3
1421,IPC2000-schedule-schedule-9-8,IPC2000,schedule,schedule-9-8,3,16,5
1422,IPC2000-schedule-schedule-9-9,IPC2000,schedule,schedule-9-9,3,15,3
1423,IPC2002-Depots-depotprob1212,IPC2002,Depots,depotprob1212,0,0,0
1424,IPC2002-Depots-depotprob1234,IPC2002,Depots,depotprob1234,0,0,0
1425,IPC2002-Depots-depotprob1817,IPC2002,Depots,depotprob1817,0,0,0
1426,IPC2002-Depots-depotprob1818,IPC2002,Depots,depotprob1818,0,0,0
1427,IPC2002-Depots-depotprob1916,IPC2002,Depots,depotprob1916,0,0,0
1428,IPC2002-Depots-depotprob1935,IPC2002,Depots,depotprob1935,0,0,0
1429,IPC2002-Depots-depotprob4321,IPC2002,Depots,depotprob4321,0,0,0
1430,IPC2002-Depots-depotprob4398,IPC2002,Depots,depotprob4398,0,0,0
1431,IPC2002-Depots-depotprob4534,IPC2002,Depots,depotprob4534,0,0,0
1432,IPC2002-Depots-depotprob5451,IPC2002,Depots,depotprob5451,0,0,0
